"Scientific.name","Common.name","Confidence","Audio_ID","Site_ID"
"Recurvirostra avosetta","Pied Avocet",0.1043,"A027",6
"Cuculus canorus","Common Cuckoo",0.4894,"A027",6
"Dryocopus martius","Black Woodpecker",0.1131,"A027",6
"Spinus spinus","Eurasian Siskin",0.1271,"A027",6
"Serinus serinus","European Serin",0.1194,"A027",6
"Coccothraustes coccothraustes","Hawfinch",0.3366,"A027",6
"Anser anser","Graylag Goose",0.3216,"A027",6
"Garrulus glandarius","Eurasian Jay",0.1105,"A027",6
"Alopochen aegyptiaca","Egyptian Goose",0.8656,"A027",6
"Ardea alba","Great Egret",0.1719,"A027",6
"Acrocephalus scirpaceus","Eurasian Reed Warbler",0.1751,"A027",6
"Luscinia svecica","Bluethroat",0.1133,"A027",6
"Acrocephalus schoenobaenus","Sedge Warbler",0.1041,"A027",6
"Columba livia","Rock Pigeon",0.1012,"A027",6
"Actitis hypoleucos","Common Sandpiper",0.1932,"A027",6
"Larus argentatus","Herring Gull",0.1403,"A027",6
"Phylloscopus sibilatrix","Wood Warbler",0.2151,"A027",6
"Corvus monedula","Eurasian Jackdaw",0.1951,"A027",6
"Bubulcus ibis","Cattle Egret",0.1156,"A027",6
"Phasianus colchicus","Ring-necked Pheasant",0.3026,"A027",6
"Oenanthe oenanthe","Northern Wheatear",0.142,"A027",6
"Egretta garzetta","Little Egret",0.3256,"A027",6
"Apus apus","Common Swift",0.3649,"A027",6
"Psittacula krameri","Rose-ringed Parakeet",0.8919,"A027",6
"Mareca penelope","Eurasian Wigeon",0.2667,"A027",6
"Phylloscopus collybita","Common Chiffchaff",0.4195,"A024",7
"Motacilla alba","White Wagtail",0.9514,"A024",7
"Parus major","Great Tit",0.1123,"A024",7
"Turdus merula","Eurasian Blackbird",0.1376,"A024",7
"Streptopelia turtur","European Turtle-Dove",0.3535,"A024",7
"Streptopelia decaocto","Eurasian Collared-Dove",0.1295,"A024",7
"Milvus milvus","Red Kite",0.1826,"A024",7
"Buteo buteo","Common Buzzard",0.1575,"A024",7
"Cuculus canorus","Common Cuckoo",0.1063,"A024",7
"Emberiza schoeniclus","Reed Bunting",0.1749,"A024",7
"Acrocephalus scirpaceus","Eurasian Reed Warbler",0.1327,"A024",7
"Curruca communis","Greater Whitethroat",0.1829,"A024",7
"Oriolus oriolus","Eurasian Golden Oriole",0.1033,"A024",7
"Sylvia atricapilla","Eurasian Blackcap",0.1471,"A024",7
"Branta canadensis","Canada Goose",0.3823,"A024",7
"Cyanistes caeruleus","Eurasian Blue Tit",0.3707,"A024",7
"Curruca curruca","Lesser Whitethroat",0.1379,"A024",7
"Columba palumbus","Common Wood-Pigeon",0.1234,"A024",7
"Hippolais polyglotta","Melodious Warbler",0.1907,"A024",7
"Sylvia borin","Garden Warbler",0.1079,"A024",7
"Prunella modularis","Dunnock",0.3463,"A024",7
"Aegithalos caudatus","Long-tailed Tit",0.4026,"A024",7
"Luscinia megarhynchos","Common Nightingale",0.1935,"A024",7
"Acrocephalus palustris","Marsh Warbler",0.1462,"A024",7
"Rallus aquaticus","Water Rail",0.1342,"A024",7
"Acrocephalus arundinaceus","Great Reed Warbler",0.1349,"A024",7
"Motacilla flava","Western Yellow Wagtail",0.1035,"A024",7
"Charadrius hiaticula","Common Ringed Plover",0.1095,"A024",7
"Anthus trivialis","Tree Pipit",0.1098,"A024",7
"Larus argentatus","Herring Gull",0.1122,"A024",7
"Sturnus vulgaris","European Starling",0.3965,"A024",7
"Serinus serinus","European Serin",0.2565,"A024",7
"Motacilla cinerea","Gray Wagtail",0.1448,"A024",7
"Turdus philomelos","Song Thrush",0.1009,"A024",7
"Carduelis carduelis","European Goldfinch",0.1001,"A024",7
"Psittacula krameri","Rose-ringed Parakeet",0.201,"A024",7
"Troglodytes troglodytes","Eurasian Wren",0.1579,"A024",7
"Picus viridis","Eurasian Green Woodpecker",0.1081,"A024",7
"Certhia brachydactyla","Short-toed Treecreeper",0.575,"A024",7
"Jynx torquilla","Eurasian Wryneck",0.1124,"A024",7
"Certhia familiaris","Eurasian Treecreeper",0.1082,"A024",7
"Phylloscopus trochilus","Willow Warbler",0.1022,"A024",7
"Turdus viscivorus","Mistle Thrush",0.1351,"A024",7
"Milvus migrans","Black Kite",0.1013,"A024",7
"Columba livia","Rock Pigeon",0.1246,"A024",7
"Anthus pratensis","Meadow Pipit",0.1207,"A024",7
"Apus apus","Common Swift",0.1064,"A024",7
"Anas platyrhynchos","Mallard",0.1738,"A024",7
"Coccothraustes coccothraustes","Hawfinch",0.178,"A024",7
"Periparus ater","Coal Tit",0.1594,"A024",7
"Hirundo rustica","Barn Swallow",0.9256,"A024",7
"Larus fuscus","Lesser Black-backed Gull",0.2257,"A024",7
"Larus michahellis","Yellow-legged Gull",0.2121,"A024",7
"Turdus pilaris","Fieldfare",0.1269,"A024",7
"Bubulcus ibis","Cattle Egret",0.5045,"A024",7
"Mareca strepera","Gadwall",0.1613,"A024",7
"Pyrrhula pyrrhula","Eurasian Bullfinch",0.1135,"A024",7
"Pica pica","Eurasian Magpie",0.1205,"A024",7
"Muscicapa striata","Spotted Flycatcher",0.3148,"A024",7
"Locustella luscinioides","Savi's Warbler",0.1193,"A024",7
"Falco tinnunculus","Eurasian Kestrel",0.1085,"A024",7
"Locustella naevia","Common Grasshopper-Warbler",0.2892,"A024",7
"Regulus ignicapilla","Common Firecrest",0.2548,"A024",7
"Emberiza citrinella","Yellowhammer",0.1811,"A024",7
"Chloris chloris","European Greenfinch",0.131,"A024",7
"Dendrocopos major","Great Spotted Woodpecker",0.1403,"A024",7
"Columba oenas","Stock Dove",0.132,"A024",7
"Tringa ochropus","Green Sandpiper",0.1024,"A024",7
"Emberiza calandra","Corn Bunting",0.1216,"A024",7
"Erithacus rubecula","European Robin",0.115,"A024",7
"Phasianus colchicus","Ring-necked Pheasant",0.1013,"A024",7
"Fulica atra","Eurasian Coot",0.1288,"A024",7
"Corvus corone","Carrion Crow",0.2153,"A024",7
"Mareca penelope","Eurasian Wigeon",0.1208,"A024",7
"Gallinula chloropus","Eurasian Moorhen",0.104,"A024",7
"Numenius arquata","Eurasian Curlew",0.1055,"A024",7
"Lullula arborea","Wood Lark",0.1429,"A024",7
"Phoenicurus phoenicurus","Common Redstart",0.1007,"A024",7
"Corvus monedula","Eurasian Jackdaw",0.102,"A024",7
"Alcedo atthis","Common Kingfisher",0.1868,"A024",7
"Regulus regulus","Goldcrest",0.1353,"A024",7
"Spinus spinus","Eurasian Siskin",0.1218,"A024",7
"Tringa totanus","Common Redshank",0.1054,"A024",7
"Saxicola rubicola","European Stonechat",0.1145,"A024",7
"Anas crecca","Green-winged Teal",0.1147,"A024",7
"Linaria cannabina","Eurasian Linnet",0.123,"A024",7
"Phoenicurus ochruros","Black Redstart",0.1253,"A024",7
"Chroicocephalus ridibundus","Black-headed Gull",0.1563,"A024",7
"Haematopus ostralegus","Eurasian Oystercatcher",0.1535,"A024",7
"Phalacrocorax carbo","Great Cormorant",0.3662,"A024",7
"Vanellus vanellus","Northern Lapwing",0.1018,"A024",7
"Lanius collurio","Red-backed Shrike",0.2086,"A024",7
"Charadrius dubius","Little Ringed Plover",0.2343,"A024",7
"Luscinia svecica","Bluethroat",0.1287,"A024",7
"Ciconia ciconia","White Stork",0.3546,"A024",7
"Phylloscopus sibilatrix","Wood Warbler",0.2404,"A024",7
"Corvus frugilegus","Rook",0.11,"A024",7
"Sitta europaea","Eurasian Nuthatch",0.123,"A024",7
"Tringa nebularia","Common Greenshank",0.1869,"A024",7
"Poecile palustris","Marsh Tit",0.1432,"A024",7
"Cettia cetti","Cetti's Warbler",0.1157,"A024",7
"Dryocopus martius","Black Woodpecker",0.1898,"A024",7
"Dendrocoptes medius","Middle Spotted Woodpecker",0.1206,"A024",7
"Alopochen aegyptiaca","Egyptian Goose",0.4189,"A024",7
"Corvus corax","Common Raven",0.1062,"A024",7
"Ardea cinerea","Gray Heron",0.1269,"A024",7
"Egretta garzetta","Little Egret",0.1029,"A024",7
"Garrulus glandarius","Eurasian Jay",0.1514,"A024",7
"Anser anser","Graylag Goose",0.1457,"A024",7
"Fringilla coelebs","Common Chaffinch",0.408,"A024",7
"Acrocephalus schoenobaenus","Sedge Warbler",0.1661,"A024",7
"Actitis hypoleucos","Common Sandpiper",0.1459,"A024",7
"Gallinago gallinago","Common Snipe",0.8081,"A024",7
"Accipiter nisus","Eurasian Sparrowhawk",0.1017,"A024",7
"Circus aeruginosus","Eurasian Marsh-Harrier",0.1167,"A024",7
"Tringa glareola","Wood Sandpiper",0.1436,"A024",7
"Cygnus olor","Mute Swan",0.1109,"A024",7
"Accipiter gentilis","Northern Goshawk",0.1194,"A024",7
"Delichon urbicum","Common House-Martin",0.2599,"A024",7
"Oenanthe oenanthe","Northern Wheatear",0.2295,"A024",7
"Grus grus","Common Crane",0.1565,"A024",7
