"Scientific.name","Common.name","Confidence","Audio_ID","Site_ID"
"Ciconia ciconia","White Stork",0.1701,"A027","6"
"Grus grus","Common Crane",0.1256,"A027","6"
"Anas crecca","Green-winged Teal",0.2862,"A027","6"
"Recurvirostra avosetta","Pied Avocet",0.1043,"A027","6"
"Cuculus canorus","Common Cuckoo",0.4894,"A027","6"
"Dryocopus martius","Black Woodpecker",0.1131,"A027","6"
"Spinus spinus","Eurasian Siskin",0.1271,"A027","6"
"Serinus serinus","European Serin",0.1194,"A027","6"
"Coccothraustes coccothraustes","Hawfinch",0.3366,"A027","6"
"Anser anser","Graylag Goose",0.3216,"A027","6"
"Garrulus glandarius","Eurasian Jay",0.1105,"A027","6"
"Alopochen aegyptiaca","Egyptian Goose",0.8656,"A027","6"
"Ardea alba","Great Egret",0.1719,"A027","6"
"Acrocephalus scirpaceus","Eurasian Reed Warbler",0.1751,"A027","6"
"Luscinia svecica","Bluethroat",0.1133,"A027","6"
"Acrocephalus schoenobaenus","Sedge Warbler",0.1041,"A027","6"
"Columba livia","Rock Pigeon",0.1012,"A027","6"
"Actitis hypoleucos","Common Sandpiper",0.1932,"A027","6"
"Larus argentatus","Herring Gull",0.1403,"A027","6"
"Phylloscopus sibilatrix","Wood Warbler",0.2151,"A027","6"
"Corvus monedula","Eurasian Jackdaw",0.1951,"A027","6"
"Bubulcus ibis","Cattle Egret",0.1156,"A027","6"
"Phasianus colchicus","Ring-necked Pheasant",0.3026,"A027","6"
"Oenanthe oenanthe","Northern Wheatear",0.142,"A027","6"
"Egretta garzetta","Little Egret",0.3256,"A027","6"
"Apus apus","Common Swift",0.3649,"A027","6"
"Psittacula krameri","Rose-ringed Parakeet",0.8919,"A027","6"
"Mareca penelope","Eurasian Wigeon",0.2667,"A027","6"
