"Scientific.name","Common.name","Confidence","Audio_ID","Site_ID"
"Charadrius dubius","Little Ringed Plover",0.1076,"A021","1"
"Periparus ater","Coal Tit",0.1518,"A021","1"
"Luscinia svecica","Bluethroat",0.3138,"A021","1"
"Gallinula chloropus","Eurasian Moorhen",0.2045,"A021","1"
"Tachybaptus ruficollis","Little Grebe",0.4293,"A021","1"
"Anas platyrhynchos","Mallard",0.1161,"A021","1"
"Chroicocephalus ridibundus","Black-headed Gull",0.1154,"A021","1"
"Tringa glareola","Wood Sandpiper",0.1165,"A021","1"
"Emberiza citrinella","Yellowhammer",0.2108,"A021","1"
"Vanellus vanellus","Northern Lapwing",0.1194,"A021","1"
"Garrulus glandarius","Eurasian Jay",0.1309,"A021","1"
"Aegithalos caudatus","Long-tailed Tit",0.1103,"A021","1"
"Dryocopus martius","Black Woodpecker",0.1513,"A021","1"
"Saxicola rubicola","European Stonechat",0.1473,"A021","1"
"Columba oenas","Stock Dove",0.1674,"A021","1"
"Coccothraustes coccothraustes","Hawfinch",0.1821,"A021","1"
"Certhia familiaris","Eurasian Treecreeper",0.1319,"A021","1"
"Corvus monedula","Eurasian Jackdaw",0.1248,"A021","1"
"Emberiza calandra","Corn Bunting",0.1102,"A021","1"
"Riparia riparia","Bank Swallow",0.1259,"A021","1"
"Alcedo atthis","Common Kingfisher",0.1079,"A021","1"
"Motacilla cinerea","Gray Wagtail",0.1105,"A021","1"
"Mareca strepera","Gadwall",0.1314,"A021","1"
"Aythya ferina","Common Pochard",0.1063,"A021","1"
"Lanius collurio","Red-backed Shrike",0.2655,"A021","1"
"Actitis hypoleucos","Common Sandpiper",0.3062,"A021","1"
"Tringa totanus","Common Redshank",0.1378,"A021","1"
"Tringa nebularia","Common Greenshank",0.1013,"A021","1"
"Ardea cinerea","Gray Heron",0.9597,"A021","1"
"Grus grus","Common Crane",0.1524,"A021","1"
"Falco subbuteo","Eurasian Hobby",0.1519,"A021","1"
"Numenius phaeopus","Whimbrel",0.1578,"A021","1"
"Anthus pratensis","Meadow Pipit",0.1163,"A021","1"
"Phylloscopus sibilatrix","Wood Warbler",0.118,"A021","1"
"Anser anser","Graylag Goose",0.1577,"A021","1"
"Regulus regulus","Goldcrest",0.1024,"A021","1"
"Fringilla coelebs","Common Chaffinch",0.1418,"A021","1"
"Phasianus colchicus","Ring-necked Pheasant",0.1124,"A021","1"
"Accipiter gentilis","Northern Goshawk",0.13,"A021","1"
"Pica pica","Eurasian Magpie",0.1299,"A021","1"
"Mareca penelope","Eurasian Wigeon",0.183,"A021","1"
"Calidris alpina","Dunlin",0.2692,"A021","1"
"Oenanthe oenanthe","Northern Wheatear",0.1217,"A021","1"
"Branta canadensis","Canada Goose",0.1531,"A021","1"
"Linaria cannabina","Eurasian Linnet",0.208,"A021","1"
"Saxicola rubetra","Whinchat",0.3569,"A021","1"
"Cygnus olor","Mute Swan",0.136,"A021","1"
"Milvus migrans","Black Kite",0.1873,"A021","1"
"Lophophanes cristatus","Crested Tit",0.1583,"A021","1"
"Muscicapa striata","Spotted Flycatcher",0.1556,"A021","1"
